filename,labels_gt,labels,pass,score
005261,person,person,1,1.0
003388,bicycle|person,bicycle|person,1,1.0
006288,person,person,1,1.0
008120,car|person,person,0,0.9
000615,person,chair|person|tv,0,0.8052631578947368
009223,cow|person,horse|person,0,0.8052631578947368
002591,person,person,1,1.0
000319,horse|person,horse|person,1,1.0
003902,dining table,chair|dining table|potted plant,0,0.8052631578947368
003800,dining table,dining table,1,1.0
001535,car,car,1,1.0
009297,bottle|dining table|person,bottle|dining table|person,1,1.0
006834,bird,bird,1,1.0
007969,dog|person,dog|person,1,1.0
005823,person|tv,person|tv,1,1.0
009570,bottle,bottle,1,1.0
004385,sofa,chair|sofa,0,0.9
009317,motorbike|person,chair|motorbike|person,0,0.9
007789,person,horse|person,0,0.9
001196,bird,bird,1,1.0
000213,cat,cat,1,1.0
004414,train,train,1,1.0
009632,chair,chair|tv,0,0.9
002304,cat,cat,1,1.0
007061,car,car,1,1.0
002003,cat,cat,1,1.0
004594,bus,bus,1,1.0
003804,cat,cat,1,1.0
008816,person,person,1,1.0
007066,boat,boat,1,1.0
006974,car,car,1,1.0
003633,cow|person,cow|person,1,1.0
005670,boat|bus|person,bus|person,0,0.9
003659,person,person,1,1.0
009346,cat,cat|potted plant,0,0.9
006693,car|person,car|person,1,1.0
003329,person,person,1,1.0
004088,car,car,1,1.0
009228,bicycle|person,bicycle|person,1,1.0
006508,bird|person,bird|person,1,1.0
009820,cat,cat,1,1.0
000216,aeroplane,aeroplane,1,1.0
003590,bottle|chair|person|tv,bottle|chair|person|tv,1,1.0
005412,chair|person,chair|person,1,1.0
000295,boat,boat,1,1.0
008343,sheep,sheep,1,1.0
003512,car|person,car,0,0.9
004700,cat,cat,1,1.0
003736,bottle|chair|person,bottle|chair|dining table|person|sofa,0,0.8052631578947368
000939,person,person,1,1.0
008631,bird,bird,1,1.0
004729,motorbike,motorbike,1,1.0
004523,bicycle|person,bicycle|person,1,1.0
005170,person,person,1,1.0
002639,person,person,1,1.0
003022,horse|person,horse|person,1,1.0
001956,car,car,1,1.0
001645,sheep,sheep,1,1.0
005446,dog,cat|dog,0,0.9
001550,car,car,1,1.0
004393,train,train,1,1.0
007728,person,person,1,1.0
002473,bicycle,bicycle,1,1.0
007190,dog,dog,1,1.0
002588,person,person,1,1.0
008124,horse|person,horse|person,1,1.0
007608,bird,bird,1,1.0
002143,car,car,1,1.0
008328,dog,dog,1,1.0
007233,boat,boat,1,1.0
001189,chair|dining table,chair|dining table,1,1.0
008340,dog,dog,1,1.0
001090,car,car,1,1.0
005865,person,person,1,1.0
008102,dog|person,dog|person,1,1.0
007320,bicycle|person,bicycle|person,1,1.0
007797,car|person,car|person|potted plant,0,0.9
000345,cow,cow,1,1.0
008447,car,car,1,1.0
006975,bicycle|person,bicycle|person,1,1.0
008703,cat,cat,1,1.0
001987,cow,cow,1,1.0
004485,person,person,1,1.0
006639,bird,bird,1,1.0
006049,potted plant,potted plant,1,1.0
001880,potted plant,potted plant,1,1.0
004084,horse|person,horse|person,1,1.0
000957,dog,dog,1,1.0
007158,cow,,0,0.9
008622,car,car,1,1.0
001850,aeroplane|person,aeroplane|person,1,1.0
002863,person,person,1,1.0
008217,boat|person,boat,0,0.9
002222,cat,cat,1,1.0
000905,chair,,0,0.9
009300,bird,bird,1,1.0
009740,car,car,1,1.0
006446,person|tv,person,0,0.9
001966,cat,cat,1,1.0
000669,car,car,1,1.0
001433,aeroplane,aeroplane,1,1.0
009689,chair|tv,chair|tv,1,1.0
001183,horse|person,horse|person,1,1.0
005848,bicycle|person,bicycle|person,1,1.0
005437,car,car,1,1.0
002642,cat,cat,1,1.0
004933,car,car|person,0,0.9
006343,sofa,bird|person,0,0.7157894736842105
007806,aeroplane,aeroplane,1,1.0
009736,person,person,1,1.0
006052,cat,cat,1,1.0
005359,train,train,1,1.0
001188,boat,boat,1,1.0
003432,bird,bird,1,1.0
004107,car,car,1,1.0
002797,motorbike|person,motorbike|person,1,1.0
006016,car|person,car|person,1,1.0
005123,train,train,1,1.0
002482,potted plant,potted plant,1,1.0
000277,sofa,person|sofa,0,0.9
006885,bicycle|person,bicycle|person,1,1.0
007273,car,car,1,1.0
004809,cat,cat,1,1.0
002877,person,person,1,1.0
002046,horse,horse,1,1.0
008661,potted plant,person,0,0.8052631578947368
000084,chair|dining table,chair|dining table,1,1.0
009231,horse|person,horse|person,1,1.0
001735,chair|person,chair|person,1,1.0
008078,cow,,0,0.9
008270,car,car,1,1.0
006568,dog,dog,1,1.0
001851,car|dog,dog,0,0.9
000639,person,person,1,1.0
004870,car|motorbike|person,car|motorbike|person,1,1.0
002040,car|person,car|person,1,1.0
002740,car|cat,car|cat,1,1.0
002968,bird,bird,1,1.0
002144,bird,bird|person,0,0.9
002716,bus,bus,1,1.0
008412,train,train,1,1.0
003375,car,car,1,1.0
005575,aeroplane,aeroplane,1,1.0
001198,car|person,car|person,1,1.0
