filename,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dining table,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv,labels_gt,labels,pass,score
1710681222649_44402.png,0.9999995231628418,-1.0,0.7253004312515259,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710681222659_59772.png,0.999842643737793,-1.0,0.8723703622817993,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710681222664_72183.png,0.9999796152114868,-1.0,0.9321313500404358,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710681222674_69577.png,0.892698347568512,-1.0,0.99822598695755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710681222679_36589.png,0.9989097118377686,-1.0,0.6672542691230774,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710681222684_84529.png,-1.0,-1.0,0.9948809146881104,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,bird,0,0.9
1710681222691_27371.png,-1.0,-1.0,0.9981839060783386,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,bird,0,0.9
1710681222697_14277.png,0.9952437281608582,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane,0,0.9
1710681222705_80341.png,0.9986914992332458,-1.0,0.9188226461410522,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710681222710_35808.png,-1.0,-1.0,0.9999276399612427,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,bird,0,0.9
