filename,labels_gt,labels,pass,score
COCO_val2014_000000005477.jpg,airplane,airplane,1,1.0
COCO_val2014_000000465820.jpg,person|skateboard,person|skateboard,1,1.0
COCO_val2014_000000174332.jpg,backpack|person|snowboard|tv,person|snowboard,0,0.9503164556962025
COCO_val2014_000000353968.jpg,cat|couch|laptop|person,cat|couch|laptop|person,1,1.0
COCO_val2014_000000328757.jpg,bottle|broccoli|microwave|oven|person|spoon,bottle|bowl|fork|oven|person|spoon,0,0.9018987341772152
COCO_val2014_000000500420.jpg,kite,kite,1,1.0
COCO_val2014_000000121210.jpg,bowl|carrot|cup|fork|person,carrot|cup|dining table|fork,0,0.9259493670886076
COCO_val2014_000000283743.jpg,cake|donut,,0,0.9503164556962025
COCO_val2014_000000433151.jpg,car|clock|person|truck,car|clock|person|truck,1,1.0
COCO_val2014_000000140963.jpg,bowl|car|handbag|person|potted plant|sandwich|spoon,bowl|car|person|spoon,0,0.9259493670886076
COCO_val2014_000000258789.jpg,bird|cat,bench|bird|cat,0,0.975
COCO_val2014_000000346641.jpg,cow,cow,1,1.0
COCO_val2014_000000569016.jpg,airplane,airplane,1,1.0
COCO_val2014_000000012179.jpg,giraffe,giraffe,1,1.0
COCO_val2014_000000122981.jpg,bus|person,person,0,0.975
COCO_val2014_000000536894.jpg,broccoli|pizza,broccoli|dining table|pizza,0,0.975
COCO_val2014_000000032081.jpg,person|tennis racket,person|tennis racket,1,1.0
COCO_val2014_000000052966.jpg,person|tie,person|tie,1,1.0
COCO_val2014_000000417355.jpg,person|skis,person|skis,1,1.0
COCO_val2014_000000487498.jpg,backpack|person|umbrella,handbag|person|umbrella,0,0.9503164556962025
COCO_val2014_000000083573.jpg,backpack|person|skis,person|skis|snowboard,0,0.9503164556962025
COCO_val2014_000000155355.jpg,bowl|zebra,zebra,0,0.975
COCO_val2014_000000576941.jpg,bench,bench,1,1.0
COCO_val2014_000000134844.jpg,train,train,1,1.0
COCO_val2014_000000455741.jpg,car|frisbee|person,car|frisbee|person,1,1.0
COCO_val2014_000000161202.jpg,motorcycle,motorcycle,1,1.0
COCO_val2014_000000189939.jpg,cat|sink,cat|cup|sink,0,0.975
COCO_val2014_000000270705.jpg,bird,bird,1,1.0
COCO_val2014_000000004395.jpg,person|tie,person|tie,1,1.0
COCO_val2014_000000205214.jpg,giraffe,giraffe,1,1.0
COCO_val2014_000000338191.jpg,fire hydrant,fire hydrant,1,1.0
COCO_val2014_000000082252.jpg,zebra,zebra,1,1.0
COCO_val2014_000000495156.jpg,person|surfboard,person|surfboard,1,1.0
COCO_val2014_000000499594.jpg,bottle|broccoli|cup|dining table|fork|knife,bottle|broccoli|dining table|fork|knife,0,0.975
COCO_val2014_000000003983.jpg,backpack|bus|person|skis|suitcase,backpack|bus|person|skis,0,0.975
COCO_val2014_000000049450.jpg,handbag|person|suitcase,handbag|person,0,0.975
COCO_val2014_000000236604.jpg,chair|clock|couch|potted plant,chair|clock|couch|potted plant|vase,0,0.975
COCO_val2014_000000528011.jpg,zebra,zebra,1,1.0
COCO_val2014_000000389974.jpg,apple|bottle|bowl|knife|oven|person|scissors,bottle|bowl|oven|person,0,0.9259493670886076
COCO_val2014_000000516733.jpg,baseball glove|person|sports ball,baseball glove|person|sports ball,1,1.0
COCO_val2014_000000442614.jpg,giraffe,giraffe,1,1.0
COCO_val2014_000000451501.jpg,truck,truck,1,1.0
COCO_val2014_000000203846.jpg,stop sign,stop sign,1,1.0
COCO_val2014_000000540774.jpg,dog|person|truck,car|dog|person,0,0.9503164556962025
COCO_val2014_000000393469.jpg,person|snowboard,person|snowboard,1,1.0
COCO_val2014_000000421437.jpg,kite|teddy bear,kite,0,0.975
COCO_val2014_000000466665.jpg,microwave|oven|sink,microwave|oven,0,0.975
COCO_val2014_000000323847.jpg,bird,bird,1,1.0
COCO_val2014_000000444817.jpg,baseball bat|person|sports ball,baseball bat|baseball glove|person|sports ball,0,0.975
COCO_val2014_000000107108.jpg,bowl|carrot|dining table,bowl|carrot,0,0.975
COCO_val2014_000000410810.jpg,cake|dining table|knife|person|tv,cake|dining table|knife|person,0,0.975
COCO_val2014_000000147042.jpg,book|chair|clock|dining table|oven|refrigerator|sink|spoon|toaster,chair|clock|dining table|oven|refrigerator,0,0.9018987341772152
COCO_val2014_000000347535.jpg,car|person,car|person|traffic light,0,0.975
COCO_val2014_000000408047.jpg,bicycle|bus|car,bus|car|person|traffic light,0,0.9259493670886076
COCO_val2014_000000257920.jpg,bus|car|person,bus|car|person,1,1.0
COCO_val2014_000000496409.jpg,person|skis,person|skis|snowboard,0,0.975
COCO_val2014_000000486104.jpg,baseball bat|baseball glove|bench|person,baseball bat|baseball glove|bench|chair|person,0,0.975
COCO_val2014_000000453283.jpg,dining table|laptop|sandwich|wine glass,bowl|dining table|laptop|sandwich|wine glass,0,0.975
COCO_val2014_000000209808.jpg,dining table|sandwich,bowl|dining table|sandwich,0,0.975
COCO_val2014_000000498463.jpg,microwave|refrigerator,refrigerator,0,0.975
COCO_val2014_000000394517.jpg,bottle|cup|sink|toothbrush,bottle|sink|toothbrush,0,0.975
COCO_val2014_000000269419.jpg,clock,clock,1,1.0
COCO_val2014_000000550666.jpg,bird|car|motorcycle|person|truck,car|motorcycle|person,0,0.9503164556962025
COCO_val2014_000000430155.jpg,car|person|stop sign|traffic light|truck,car|person|traffic light|truck,0,0.975
COCO_val2014_000000299601.jpg,dining table|person|teddy bear,person|teddy bear,0,0.975
COCO_val2014_000000094846.jpg,cell phone|chair|laptop|person,chair|laptop|person,0,0.975
COCO_val2014_000000294724.jpg,zebra,zebra,1,1.0
COCO_val2014_000000324008.jpg,banana|cup|orange,banana|book|chair|dining table,0,0.8781645569620253
COCO_val2014_000000205861.jpg,bowl|broccoli|carrot,bowl|broccoli|carrot,1,1.0
COCO_val2014_000000420389.jpg,microwave,microwave,1,1.0
COCO_val2014_000000034757.jpg,bottle|bowl|chair|cup|dining table|donut|fork|knife|spoon,bowl|cup|dining table|fork,0,0.8781645569620253
COCO_val2014_000000225537.jpg,laptop,laptop|microwave,0,0.975
COCO_val2014_000000512116.jpg,cell phone|chair|person|potted plant,person|potted plant,0,0.9503164556962025
COCO_val2014_000000360849.jpg,chair|dining table|potted plant|vase,chair|couch|dining table|potted plant|vase,0,0.975
COCO_val2014_000000420840.jpg,cake|chair|dining table|person,chair|dining table|donut|person,0,0.9503164556962025
COCO_val2014_000000174482.jpg,bicycle|car|traffic light|truck,bicycle|car|truck,0,0.975
COCO_val2014_000000109992.jpg,person|snowboard,person|snowboard,1,1.0
COCO_val2014_000000310770.jpg,book|bowl|dining table|sandwich,dining table|hot dog|sandwich,0,0.9259493670886076
COCO_val2014_000000079920.jpg,person|remote|scissors|tv|vase,book|couch|tv|vase,0,0.8781645569620253
COCO_val2014_000000424443.jpg,chair|cup|dining table|person|pizza,bench|bottle|cup|dining table|person|pizza,0,0.9259493670886076
COCO_val2014_000000036936.jpg,book|bowl|cell phone|couch|cup|person|potted plant|remote|tv,bowl|cake|couch|cup|dining table|person|remote|tv,0,0.8781645569620253
COCO_val2014_000000232852.jpg,bowl|fork,fork,0,0.975
COCO_val2014_000000371699.jpg,book|chair|dining table|dog|laptop|person,bed|book|chair|dining table|laptop|person,0,0.9503164556962025
COCO_val2014_000000278449.jpg,bottle|dining table|knife|pizza,bottle|dining table|knife|pizza,1,1.0
COCO_val2014_000000215826.jpg,bench,bench,1,1.0
COCO_val2014_000000037677.jpg,boat|person|umbrella,person|umbrella,0,0.975
COCO_val2014_000000273196.jpg,clock|person,clock,0,0.975
COCO_val2014_000000540581.jpg,handbag|person|skateboard,person|skateboard,0,0.975
COCO_val2014_000000306755.jpg,person|toilet,person|toilet,1,1.0
COCO_val2014_000000402855.jpg,boat,boat,1,1.0
COCO_val2014_000000426815.jpg,horse|person,horse|person,1,1.0
COCO_val2014_000000410231.jpg,giraffe,giraffe,1,1.0
COCO_val2014_000000541837.jpg,bed|bowl|chair|dining table|microwave|orange|oven|person|wine glass,bed|bowl|chair|cup|dining table|microwave|oven|person|refrigerator,0,0.9018987341772152
COCO_val2014_000000228746.jpg,cat,cat|potted plant,0,0.975
COCO_val2014_000000181886.jpg,person|sports ball|tennis racket,person|sports ball|tennis racket,1,1.0
COCO_val2014_000000502113.jpg,person|sports ball,person|sports ball,1,1.0
COCO_val2014_000000097315.jpg,carrot|chair|cup|dining table|spoon|wine glass,bowl|cup|dining table|knife|spoon,0,0.8781645569620253
COCO_val2014_000000200023.jpg,car|dog,car|dog,1,1.0
COCO_val2014_000000579081.jpg,bench|person|skis,person|skis,0,0.975
COCO_val2014_000000579321.jpg,dog|person,dog|person,1,1.0
COCO_val2014_000000081827.jpg,car|person|umbrella,car|person|umbrella,1,1.0
COCO_val2014_000000022191.jpg,toilet,toilet,1,1.0
COCO_val2014_000000277197.jpg,chair|couch|dining table|potted plant|vase,book|chair|couch|potted plant|vase,0,0.9503164556962025
COCO_val2014_000000106206.jpg,person|surfboard,car|person|skateboard|truck,0,0.9018987341772152
