filename,labels_gt,labels,pass,score
003130,bicycle,bicycle,1,1.0
008334,sheep,sheep,1,1.0
001195,dog,dog,1,1.0
004420,person,person,1,1.0
000196,chair,chair|sofa,0,0.9
002793,car|motorbike,car,0,0.9
007595,person,person,1,1.0
007366,chair,chair,1,1.0
005069,person|train,person|train,1,1.0
009665,horse|person,horse|person,1,1.0
002964,dog|person,dog|person,1,1.0
007891,person,person,1,1.0
007967,car|person,car|person,1,1.0
007196,tv,tv,1,1.0
006555,horse,horse,1,1.0
008290,car,car,1,1.0
005480,bicycle,bicycle,1,1.0
009593,car|person,car|person,1,1.0
006287,person|sofa,person|sofa,1,1.0
007733,cat,cat|dog,0,0.9
000002,train,train,1,1.0
001763,cat|dog|sofa,cat|dog,0,0.9
009493,bicycle|person,bicycle|person,1,1.0
002517,car,car,1,1.0
003249,bottle|person,bottle|person,1,1.0
002360,horse|person,horse|person,1,1.0
003862,sofa,sofa,1,1.0
007488,train,train,1,1.0
004056,bottle,bottle,1,1.0
000377,chair|dining table|person,chair|dining table|person,1,1.0
000986,cow|horse|person,cow|horse|person,1,1.0
005994,person,chair|dining table|person,0,0.8052631578947368
005556,person,chair|person|potted plant,0,0.8052631578947368
001811,potted plant,tv,0,0.8052631578947368
001380,potted plant,potted plant,1,1.0
003765,person,person,1,1.0
003043,train,car|train,0,0.9
007747,dining table|sofa|tv,sofa|tv,0,0.9
008367,bicycle|chair|person,bicycle|person,0,0.9
001217,dog,dog|sofa,0,0.9
008554,aeroplane,aeroplane,1,1.0
002651,person,person,1,1.0
008283,car,car,1,1.0
001319,chair|person,chair|person,1,1.0
002725,dog,dog,1,1.0
005922,person|potted plant,person|potted plant,1,1.0
005999,train,train,1,1.0
007315,chair,chair,1,1.0
000593,car,car,1,1.0
005612,person,dining table|person,0,0.9
009963,car,,0,0.9
006974,car,car,1,1.0
007237,bottle|dining table|person|potted plant,chair|dining table|person,0,0.7157894736842105
004480,bicycle|person,bicycle|person,1,1.0
007192,sofa,sofa,1,1.0
000405,person,person,1,1.0
003393,motorbike,motorbike,1,1.0
009467,bird,bird,1,1.0
006343,sofa,bird|person,0,0.7157894736842105
005100,person,dog|person,0,0.9
002486,bird,bird|sheep,0,0.9
006132,bird,bird,1,1.0
001372,person,person,1,1.0
000824,train,person|train,0,0.9
005207,bird,bird,1,1.0
006064,cat,cat,1,1.0
003598,bird,bird,1,1.0
004680,aeroplane,aeroplane,1,1.0
006951,motorbike|person,motorbike|person,1,1.0
001495,person,person,1,1.0
005834,tv,tv,1,1.0
009934,bird,bird,1,1.0
004277,dog,dog,1,1.0
006895,chair|sofa,chair|sofa,1,1.0
009395,bird,bird,1,1.0
008984,bird,bird,1,1.0
003283,dog,dog,1,1.0
001779,potted plant|sofa,person|potted plant|sofa,0,0.9
001373,aeroplane,aeroplane,1,1.0
004248,person,boat|person,0,0.9
003523,car,car,1,1.0
008192,bottle|person|sheep,person|sheep,0,0.9
005446,dog,cat|dog,0,0.9
000758,person|tv,person|tv,1,1.0
001891,car|person,car|person,1,1.0
004398,aeroplane,aeroplane,1,1.0
008527,cow,cow,1,1.0
002356,tv,tv,1,1.0
007402,sheep,sheep,1,1.0
004695,chair,sofa,0,0.8052631578947368
004810,car|person,car|person,1,1.0
009843,person,person,1,1.0
002638,chair|tv,chair|tv,1,1.0
007420,person,person,1,1.0
008214,bird,bird,1,1.0
007251,person,person,1,1.0
005012,cat|dog|person,dog|person,0,0.9
004182,train,train,1,1.0
006393,chair,chair,1,1.0
008065,train,train,1,1.0
008089,bottle|cat,cat,0,0.9
008361,cat,cat,1,1.0
009835,aeroplane,aeroplane,1,1.0
005165,dog,cat,0,0.8052631578947368
005578,sheep,sheep,1,1.0
004784,aeroplane,aeroplane,1,1.0
000267,horse,horse,1,1.0
003109,car,car,1,1.0
000616,horse|person,horse|person,1,1.0
001423,person,person,1,1.0
004918,chair|person,person,0,0.9
008034,motorbike|person,motorbike|person,1,1.0
005280,train,train,1,1.0
004700,cat,cat,1,1.0
000841,sofa,sofa,1,1.0
005166,car|motorbike,car,0,0.9
004320,car,car,1,1.0
007942,horse|person,horse|person,1,1.0
003701,car|person,car|person,1,1.0
001584,horse,horse,1,1.0
007874,horse|person,horse|person,1,1.0
001218,bus,bus,1,1.0
005534,motorbike,motorbike,1,1.0
003545,car,car,1,1.0
003952,boat,boat,1,1.0
008291,tv,person|tv,0,0.9
008598,sheep,sheep,1,1.0
006114,cat,cat,1,1.0
004418,person|tv,person|sofa|tv,0,0.9
004757,bird,bird,1,1.0
004123,boat,boat,1,1.0
007103,person,person,1,1.0
002076,dog,dog,1,1.0
006145,chair|person,chair|person,1,1.0
008777,car,car,1,1.0
004381,horse|person,horse|person,1,1.0
000100,train,train,1,1.0
005180,chair|potted plant,chair|person|potted plant,0,0.9
008797,car|person,car|person,1,1.0
001731,cat|dog|person|sofa,dog|person,0,0.8052631578947368
002996,bird,bird,1,1.0
009372,train,train,1,1.0
004156,bus,bus,1,1.0
003724,cat,cat|sofa,0,0.9
