filename,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dining table,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv,labels_gt,labels,pass,score
1710676210715_62570.png,-1.0,0.9879926443099976,-1.0,-1.0,-1.0,0.9725192785263062,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210735_77073.png,-1.0,0.9812389612197876,-1.0,-1.0,-1.0,0.8410438895225525,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210753_99083.png,-1.0,0.9870794415473938,-1.0,-1.0,-1.0,0.8533025979995728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210760_37563.png,-1.0,0.9853278994560242,-1.0,-1.0,-1.0,0.951323390007019,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210768_25587.png,-1.0,0.9883127808570862,-1.0,-1.0,-1.0,0.786786675453186,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210786_54154.png,-1.0,0.9770664572715759,-1.0,-1.0,-1.0,0.980205237865448,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210798_28646.png,-1.0,0.9267027974128723,-1.0,-1.0,-1.0,0.957277774810791,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210807_62211.png,-1.0,0.9887554049491882,-1.0,-1.0,-1.0,0.9739436507225037,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210824_44422.png,-1.0,0.9956685304641724,-1.0,-1.0,-1.0,0.6732991337776184,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676210834_32476.png,-1.0,0.9466953873634338,-1.0,-1.0,-1.0,0.6353355646133423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bicycle|bus,bicycle|bus,1,1.0
1710676221331_69303.png,-1.0,-1.0,0.9388007521629333,0.918333888053894,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676221342_14076.png,-1.0,-1.0,0.9991735816001892,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird,0,0.9
1710676221356_26223.png,-1.0,-1.0,0.9888418912887573,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird,0,0.9
1710676221367_79299.png,-1.0,-1.0,0.8397339582443237,0.9290551543235779,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676221383_71227.png,-1.0,-1.0,0.8828325867652893,0.7292305827140808,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676221390_19514.png,-1.0,-1.0,0.967348575592041,0.9348725080490112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676221396_15729.png,-1.0,-1.0,0.9421884417533875,0.8564525246620178,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676221409_72153.png,-1.0,-1.0,0.9796676635742188,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird,0,0.9
1710676221419_13972.png,-1.0,-1.0,0.9815597534179688,0.9287972450256348,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676221428_45958.png,-1.0,-1.0,0.9165588617324829,0.7613611221313477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|boat,bird|boat,1,1.0
1710676230977_36766.png,-1.0,-1.0,0.9465966820716858,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|tv,bird,0,0.9
1710676230995_82848.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9951325058937073,bird|tv,tv,0,0.9
1710676231006_79560.png,-1.0,-1.0,0.888372004032135,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|tv,bird,0,0.9
1710676231013_97932.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.831963837146759,bird|tv,tv,0,0.9
1710676231024_49010.png,-1.0,-1.0,0.963161289691925,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,bird|tv,bird,0,0.9
