filename,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dining table,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv,labels_gt,labels,pass,score
1710680466984_55281.png,0.9472835659980774,-1.0,0.9317114353179932,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680466994_77477.png,0.7420480251312256,-1.0,0.8705973029136658,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680466997_31455.png,0.920647144317627,-1.0,0.9156582355499268,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680467010_22075.png,0.5995438098907471,-1.0,0.9672868847846985,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680467014_83759.png,0.9846936464309692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane,0,0.9
1710680467024_78750.png,-1.0,-1.0,0.8755743503570557,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,bird,0,0.9
1710680467036_53986.png,0.916857123374939,-1.0,0.8533025979995728,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680467042_66505.png,-1.0,-1.0,0.963711678981781,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,bird,0,0.9
1710680467050_21035.png,0.8632764220237732,-1.0,0.9053223133087158,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680467055_63033.png,0.8333246111869812,-1.0,0.6779006123542786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|bird,aeroplane|bird,1,1.0
1710680477054_13216.png,-1.0,-1.0,-1.0,0.5931969285011292,-1.0,-1.0,-1.0,-1.0,-1.0,0.9726754426956177,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,boat|cow,boat|cow,1,1.0
