filename,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dining table,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv,labels_gt,labels,pass,score
1710684299621_98586.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9622496962547302,-1.0,-1.0,-1.0,-1.0,0.9866748452186584,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299642_66828.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9320833086967468,-1.0,-1.0,-1.0,-1.0,0.9853278994560242,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299653_46314.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9653811454772949,-1.0,-1.0,-1.0,-1.0,0.9920926690101624,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299666_43536.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9521309733390808,-1.0,-1.0,-1.0,-1.0,0.9853842854499817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299674_57397.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9811307191848755,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7239930033683777,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|person,0,0.8052631578947368
1710684299685_99334.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8670357465744019,-1.0,-1.0,-1.0,-1.0,0.9931495785713196,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299697_31818.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9874721169471741,-1.0,-1.0,-1.0,-1.0,0.9753431081771851,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299708_39739.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9386884570121765,-1.0,-1.0,-1.0,-1.0,0.9976494908332825,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299723_86656.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9700703024864197,-1.0,-1.0,-1.0,-1.0,0.9913892149925232,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684299736_71226.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8692712783813477,-1.0,-1.0,-1.0,-1.0,0.9929881691932678,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|dog,car|dog,1,1.0
1710684311386_91110.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9935368895530701,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|tv,car,0,0.9
1710684311401_89444.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9440738558769226,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9726234674453735,car|tv,car|tv,1,1.0
1710684311418_21708.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.7169128060340881,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9451974034309387,car|tv,car|tv,1,1.0
1710684311429_82687.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.8768454790115356,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6276088953018188,car|tv,car|tv,1,1.0
1710684311435_81460.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9904406070709229,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|tv,car,0,0.9
1710684311452_55268.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9759923219680786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,car|tv,car,0,0.9
1710684311463_44176.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.875893235206604,car|tv,tv,0,0.9
1710684311472_83510.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6546739935874939,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9785903096199036,car|tv,car|tv,1,1.0
1710684311494_64998.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.5381338000297546,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9816655516624451,car|tv,car|tv,1,1.0
1710684311508_19503.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.587824821472168,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9693822264671326,car|tv,car|tv,1,1.0
1710684322897_56189.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9497627019882202,-1.0,-1.0,-1.0,-1.0,0.9971216320991516,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322909_86763.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9711290597915649,-1.0,-1.0,-1.0,-1.0,0.9946568012237549,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322920_53766.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9977568984031677,-1.0,-1.0,-1.0,-1.0,0.9889705181121826,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322931_25565.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9978677034378052,-1.0,-1.0,-1.0,-1.0,0.9893474578857422,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322940_50523.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9896317720413208,-1.0,-1.0,-1.0,-1.0,0.9954261183738708,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322951_90945.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9058233499526978,-1.0,-1.0,-1.0,-1.0,0.9985449314117432,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322966_76132.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9913222789764404,-1.0,-1.0,-1.0,-1.0,0.9975844621658325,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322976_23209.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9974090456962585,-1.0,-1.0,-1.0,-1.0,0.9772841930389404,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322984_57348.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9979652166366577,-1.0,-1.0,-1.0,-1.0,0.9860979318618774,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
1710684322994_69180.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9829546809196472,-1.0,-1.0,-1.0,-1.0,0.9606574773788452,-1.0,-1.0,-1.0,-1.0,-1.0,cow|person,cow|person,1,1.0
