filename,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,dining table,dog,horse,motorbike,person,potted plant,sheep,sofa,train,tv,labels_gt,labels,pass,score
1710693274606_17554.png,0.9936736822128296,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9913245439529419,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274615_38102.png,0.7675008773803711,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.995166540145874,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274626_24469.png,0.6955016851425171,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9794632196426392,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274634_20235.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9789288640022278,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,cat,0,0.9
1710693274647_78963.png,0.9764317274093628,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane,0,0.9
1710693274657_50586.png,0.998150110244751,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9280895590782166,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274661_40187.png,0.9766886830329895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9989849925041199,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274680_29242.png,0.9745301008224487,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.508758008480072,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274684_11477.png,0.9710507392883301,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9864268898963928,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693274694_81550.png,0.9998303651809692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9937143921852112,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,aeroplane|cat,aeroplane|cat,1,1.0
1710693283327_82229.png,0.9975308775901794,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9975444674491882,aeroplane|tv,aeroplane|tv,1,1.0
1710693283345_16025.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9999161958694458,aeroplane|tv,tv,0,0.9
1710693283359_64224.png,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.9999803304672241,aeroplane|tv,tv,0,0.9
