filename,labels_gt,labels,pass,score
COCO_val2014_000000091280.jpg,clock,clock,1,1.0
COCO_val2014_000000111036.jpg,car|oven,car|oven,1,1.0
COCO_val2014_000000341393.jpg,dog,dog|potted plant,0,0.975
COCO_val2014_000000258019.jpg,chair|dining table|person|sandwich,cup|person|sandwich,0,0.9259493670886076
COCO_val2014_000000465879.jpg,horse|person,horse|person,1,1.0
COCO_val2014_000000298372.jpg,airplane,airplane,1,1.0
COCO_val2014_000000408208.jpg,backpack|person|skis,person|skis,0,0.975
COCO_val2014_000000098767.jpg,refrigerator,refrigerator,1,1.0
COCO_val2014_000000505492.jpg,car|clock|traffic light,car|clock,0,0.975
COCO_val2014_000000230993.jpg,backpack|handbag|person|umbrella,handbag|person|umbrella,0,0.975
COCO_val2014_000000109992.jpg,person|snowboard,person|skis,0,0.9503164556962025
COCO_val2014_000000550422.jpg,sheep,sheep,1,1.0
COCO_val2014_000000534270.jpg,boat|dog|person|umbrella,backpack|boat|dog|person|umbrella,0,0.975
COCO_val2014_000000305713.jpg,scissors,scissors,1,1.0
COCO_val2014_000000516416.jpg,chair|person|sports ball|tennis racket,car|person|sports ball|tennis racket,0,0.9503164556962025
COCO_val2014_000000127337.jpg,backpack|bed|couch|tv,bed|chair|couch|tv,0,0.9503164556962025
COCO_val2014_000000556341.jpg,chair|person|zebra,chair|person|zebra,1,1.0
COCO_val2014_000000303944.jpg,suitcase,suitcase,1,1.0
COCO_val2014_000000234757.jpg,bench|parking meter,surfboard,0,0.9259493670886076
COCO_val2014_000000153055.jpg,pizza,pizza,1,1.0
COCO_val2014_000000019631.jpg,car|person|traffic light|truck,bus|car|person|traffic light|truck,0,0.975
COCO_val2014_000000068490.jpg,horse,horse,1,1.0
COCO_val2014_000000050331.jpg,broccoli|potted plant,broccoli|potted plant,1,1.0
COCO_val2014_000000444899.jpg,person|skis,person|skis|snowboard,0,0.975
COCO_val2014_000000101985.jpg,person|sports ball,person|sports ball,1,1.0
COCO_val2014_000000236412.jpg,pizza|spoon,dining table|fork|knife|pizza,0,0.9018987341772152
COCO_val2014_000000160190.jpg,motorcycle|person,motorcycle|person,1,1.0
COCO_val2014_000000363508.jpg,giraffe,giraffe,1,1.0
COCO_val2014_000000124760.jpg,horse|person,horse|person,1,1.0
COCO_val2014_000000113867.jpg,clock,clock,1,1.0
COCO_val2014_000000177166.jpg,clock,clock,1,1.0
COCO_val2014_000000326898.jpg,cell phone|person,cell phone|person,1,1.0
COCO_val2014_000000355660.jpg,person|surfboard,person|surfboard,1,1.0
COCO_val2014_000000449488.jpg,person|tie,person|tie,1,1.0
COCO_val2014_000000435316.jpg,cat|sink,cat|sink,1,1.0
COCO_val2014_000000293334.jpg,bed|sink,bed|bottle|sink,0,0.975
COCO_val2014_000000275761.jpg,airplane|person,airplane|person,1,1.0
COCO_val2014_000000157067.jpg,bench,bench|potted plant,0,0.975
COCO_val2014_000000003480.jpg,cow,cow,1,1.0
COCO_val2014_000000312175.jpg,car|handbag|person|suitcase,car|handbag|person|suitcase|truck,0,0.975
COCO_val2014_000000394909.jpg,boat|kite|person,car|kite|person,0,0.9503164556962025
COCO_val2014_000000295426.jpg,person|traffic light|train,train,0,0.9503164556962025
COCO_val2014_000000315384.jpg,person|skateboard,person|skateboard,1,1.0
COCO_val2014_000000203912.jpg,bicycle,bench|bicycle|car,0,0.9503164556962025
COCO_val2014_000000226368.jpg,chair|suitcase,suitcase,0,0.975
COCO_val2014_000000323925.jpg,broccoli|carrot|teddy bear,bowl|broccoli|carrot|dining table,0,0.9259493670886076
COCO_val2014_000000309391.jpg,bicycle|bus|car|person|traffic light,bicycle|bus|car|person|traffic light,1,1.0
COCO_val2014_000000203564.jpg,bicycle|clock,bicycle|clock,1,1.0
COCO_val2014_000000034522.jpg,bird|person,bird|person,1,1.0
COCO_val2014_000000007276.jpg,bottle|potted plant|sink|toothbrush,bottle|potted plant|sink,0,0.975
COCO_val2014_000000185936.jpg,banana|person|potted plant,banana|person|potted plant,1,1.0
COCO_val2014_000000239235.jpg,person|skis,person|skis,1,1.0
COCO_val2014_000000427135.jpg,person|sports ball,person|sports ball,1,1.0
COCO_val2014_000000240784.jpg,backpack|car|suitcase|truck,car|handbag|person|suitcase,0,0.9018987341772152
COCO_val2014_000000459342.jpg,car|traffic light,car,0,0.975
COCO_val2014_000000516708.jpg,traffic light,traffic light,1,1.0
COCO_val2014_000000263969.jpg,cake|knife|person|tie,cake|knife|person|tie,1,1.0
COCO_val2014_000000431140.jpg,sink|toilet,sink|toilet,1,1.0
COCO_val2014_000000408950.jpg,bus|car|person|traffic light,bus|car|person|traffic light,1,1.0
COCO_val2014_000000248919.jpg,apple|book|bowl|carrot|chair|dining table|knife|microwave|orange|oven,apple|banana|book|bottle|bowl|chair|dining table|knife|microwave|orange|oven|refrigerator|sink|spoon,0,0.854746835443038
COCO_val2014_000000378448.jpg,airplane|backpack|cell phone|laptop|person|truck,airplane|cell phone|person,0,0.9259493670886076
COCO_val2014_000000157405.jpg,cat|laptop,cat|laptop,1,1.0
COCO_val2014_000000430762.jpg,scissors,scissors,1,1.0
COCO_val2014_000000504958.jpg,bicycle|bus|car|handbag|motorcycle|person|truck,backpack|bus|car|handbag|motorcycle|person,0,0.9259493670886076
COCO_val2014_000000372024.jpg,person|sports ball,person|sports ball,1,1.0
COCO_val2014_000000519046.jpg,giraffe,giraffe,1,1.0
COCO_val2014_000000365983.jpg,backpack|person|skis,backpack|person|skis,1,1.0
COCO_val2014_000000458613.jpg,bus|car|person|stop sign,bus|car|person|stop sign,1,1.0
COCO_val2014_000000166704.jpg,cake|knife|person,cake|knife|person|tie,0,0.975
COCO_val2014_000000039630.jpg,chair|person|tennis racket,baseball bat|person|tennis racket,0,0.9503164556962025
COCO_val2014_000000388674.jpg,elephant,elephant,1,1.0
COCO_val2014_000000475195.jpg,banana|orange,banana|orange,1,1.0
COCO_val2014_000000538858.jpg,baseball glove|person|sports ball,baseball glove|person|sports ball,1,1.0
COCO_val2014_000000144562.jpg,baseball bat|baseball glove|person,baseball bat|baseball glove|person|sports ball,0,0.975
COCO_val2014_000000280022.jpg,person|sports ball|tennis racket,person|sports ball|tennis racket,1,1.0
COCO_val2014_000000338986.jpg,car|train,car|person|train,0,0.975
COCO_val2014_000000516804.jpg,bus,bus|train,0,0.975
COCO_val2014_000000128568.jpg,vase,vase,1,1.0
COCO_val2014_000000499397.jpg,dog|skateboard,dog|skateboard,1,1.0
COCO_val2014_000000179397.jpg,train,car,0,0.9503164556962025
COCO_val2014_000000201526.jpg,person|tie,person|tie,1,1.0
COCO_val2014_000000273230.jpg,frisbee|person,frisbee|person,1,1.0
COCO_val2014_000000575957.jpg,bed|dog,bed|dog,1,1.0
COCO_val2014_000000429074.jpg,toilet,toilet,1,1.0
COCO_val2014_000000177366.jpg,cake|chair|dining table,cake|dining table,0,0.975
COCO_val2014_000000208236.jpg,dog|frisbee,dog|frisbee,1,1.0
COCO_val2014_000000408201.jpg,bottle|cell phone|person,bottle|cell phone|person,1,1.0
COCO_val2014_000000448053.jpg,stop sign,stop sign,1,1.0
COCO_val2014_000000274017.jpg,oven|sink,bottle|oven|sink,0,0.975
COCO_val2014_000000305030.jpg,clock,clock,1,1.0
COCO_val2014_000000347367.jpg,airplane,airplane,1,1.0
COCO_val2014_000000438848.jpg,cell phone|person,cell phone|person,1,1.0
COCO_val2014_000000055772.jpg,cup|dining table,cake|cup|dining table|sandwich|spoon,0,0.9259493670886076
COCO_val2014_000000006473.jpg,cake|surfboard,cake,0,0.975
COCO_val2014_000000098656.jpg,handbag|motorcycle|person,motorcycle|person,0,0.975
COCO_val2014_000000221681.jpg,bottle|sink|toilet,bottle|sink|toilet,1,1.0
COCO_val2014_000000043712.jpg,cat|laptop,cat|laptop|mouse|tv,0,0.9503164556962025
